groups	cs_A	cs_B	cs_D
OG0021032	TraesCS7A02G354900.1	TraesCS7B02G272800.1	TraesCS7D02G367900.1
OG0021033	TraesCS7A02G355000.1	TraesCS7B02G272700.1	TraesCS7D02G367800.1
OG0021034	TraesCS7A02G355300.1	TraesCS7B02G272500.1	TraesCS7D02G367700.1
OG0021035	TraesCS7A02G355400.1	TraesCS7B02G272400.1	TraesCS7D02G367600.1
OG0021036	TraesCS7A02G355500.1	TraesCS7B02G272300.1	TraesCS7D02G367500.1
OG0021037	TraesCS7A02G355600.1	TraesCS7B02G272100.1	TraesCS7D02G367300.1
OG0021038	TraesCS7A02G355700.1	TraesCS7B02G272000.1	TraesCS7D02G367200.1
OG0021039	TraesCS7A02G355800.1	TraesCS7B02G271900.1	TraesCS7D02G367100.1
OG0021040	TraesCS7A02G355900.1	TraesCS7B02G271800.1	TraesCS7D02G366800.1
OG0021041	TraesCS7A02G356000.1	TraesCS7B02G271700.2	TraesCS7D02G366700.2
OG0021042	TraesCS7A02G356400.1	TraesCS7B02G271300.3	TraesCS7D02G366300.2
OG0021043	TraesCS7A02G356600.1	TraesCS7B02G271200.1	TraesCS7D02G366200.1
OG0021044	TraesCS7A02G356639.1	TraesCS7B02G271151.1	TraesCS7D02G366000.1
OG0021045	TraesCS7A02G356900.1	TraesCS7B02G270900.1	TraesCS7D02G365800.1
OG0021046	TraesCS7A02G357000.1	TraesCS7B02G270800.1	TraesCS7D02G365700.1
OG0021047	TraesCS7A02G357100.1	TraesCS7B02G270600.4	TraesCS7D02G365600.4
OG0021048	TraesCS7A02G357300.2	TraesCS7B02G270500.2	TraesCS7D02G365400.4
OG0021049	TraesCS7A02G357500.1	TraesCS7B02G270300.1	TraesCS7D02G365200.1
OG0021050	TraesCS7A02G357600.1	TraesCS7B02G270200.1	TraesCS7D02G365100.1
OG0021051	TraesCS7A02G357700.1	TraesCS7B02G270000.1	TraesCS7D02G365000.1
OG0021052	TraesCS7A02G357800.2	TraesCS7B02G269900.1	TraesCS7D02G364900.1
OG0021053	TraesCS7A02G358000.2	TraesCS7B02G269800.1	TraesCS7D02G364800.1
OG0021054	TraesCS7A02G358200.1	TraesCS7B02G269600.1	TraesCS7D02G364600.1
OG0021055	TraesCS7A02G358300.1	TraesCS7B02G269400.1	TraesCS7D02G364500.1
OG0021056	TraesCS7A02G358500.3	TraesCS7B02G269000.5	TraesCS7D02G364200.1
OG0021057	TraesCS7A02G358700.1	TraesCS7B02G268700.1	TraesCS7D02G364000.2
OG0021058	TraesCS7A02G358900.1	TraesCS7B02G268300.1	TraesCS7D02G363600.1
OG0021059	TraesCS7A02G359000.1	TraesCS7B02G268200.1	TraesCS7D02G363500.1
OG0021060	TraesCS7A02G360300.1	TraesCS7B02G267500.1	TraesCS7D02G362800.1
OG0021061	TraesCS7A02G360500.1	TraesCS7B02G267200.1	TraesCS7D02G362600.1
OG0021062	TraesCS7A02G360600.1	TraesCS7B02G267100.1	TraesCS7D02G362400.1
OG0021063	TraesCS7A02G360700.2	TraesCS7B02G267000.2	TraesCS7D02G362300.1
OG0021064	TraesCS7A02G360900.1	TraesCS7B02G266900.1	TraesCS7D02G362200.1
OG0021065	TraesCS7A02G361000.1	TraesCS7B02G266800.1	TraesCS7D02G362100.1
OG0021066	TraesCS7A02G361200.1	TraesCS7B02G266700.1	TraesCS7D02G361900.1
OG0021067	TraesCS7A02G361300.1	TraesCS7B02G266600.1	TraesCS7D02G361800.1
OG0021068	TraesCS7A02G361400.1	TraesCS7B02G266500.1	TraesCS7D02G361700.1
OG0021069	TraesCS7A02G361600.1	TraesCS7B02G265200.1	TraesCS7D02G361300.1
OG0021070	TraesCS7A02G361800.1	TraesCS7B02G265300.1	TraesCS7D02G361200.1
OG0021071	TraesCS7A02G362100.1	TraesCS7B02G265600.1	TraesCS7D02G360800.1
OG0021072	TraesCS7A02G362500.1	TraesCS7B02G265900.1	TraesCS7D02G360600.1
OG0021073	TraesCS7A02G362600.1	TraesCS7B02G266000.1	TraesCS7D02G360500.1
OG0021074	TraesCS7A02G362700.2	TraesCS7B02G266100.1	TraesCS7D02G360400.1
OG0021075	TraesCS7A02G362800.1	TraesCS7B02G266200.1	TraesCS7D02G360300.1
OG0021076	TraesCS7A02G362900.1	TraesCS7B02G266300.1	TraesCS7D02G360200.2
OG0021077	TraesCS7A02G363000.1	TraesCS7B02G265000.1	TraesCS7D02G360100.1
OG0021078	TraesCS7A02G363100.1	TraesCS7B02G264800.1	TraesCS7D02G359900.1
OG0021079	TraesCS7A02G363300.1	TraesCS7B02G264600.1	TraesCS7D02G359800.1
OG0021080	TraesCS7A02G363400.1	TraesCS7B02G264400.1	TraesCS7D02G359700.1
OG0021081	TraesCS7A02G363500.1	TraesCS7B02G264300.1	TraesCS7D02G359600.1
OG0021082	TraesCS7A02G363800.1	TraesCS7B02G264100.1	TraesCS7D02G359400.1
OG0021083	TraesCS7A02G363900.1	TraesCS7B02G264000.1	TraesCS7D02G359300.1
OG0021084	TraesCS7A02G364000.1	TraesCS7B02G263900.1	TraesCS7D02G359200.1
OG0021085	TraesCS7A02G364100.1	TraesCS7B02G263800.1	TraesCS7D02G359100.1
OG0021086	TraesCS7A02G364200.2	TraesCS7B02G263700.1	TraesCS7D02G359000.1
OG0021087	TraesCS7A02G364300.1	TraesCS7B02G263600.1	TraesCS7D02G358700.1
OG0021088	TraesCS7A02G364600.1	TraesCS7B02G263000.1	TraesCS7D02G358200.1
OG0021089	TraesCS7A02G364700.1	TraesCS7B02G262900.1	TraesCS7D02G358100.1
OG0021090	TraesCS7A02G365100.1	TraesCS7B02G262200.1	TraesCS7D02G357300.2
OG0021091	TraesCS7A02G365200.4	TraesCS7B02G262100.3	TraesCS7D02G357200.3
OG0021092	TraesCS7A02G365700.1	TraesCS7B02G261700.1	TraesCS7D02G356700.1
OG0021093	TraesCS7A02G365900.1	TraesCS7B02G261600.1	TraesCS7D02G356600.2
OG0021095	TraesCS7A02G366900.1	TraesCS7B02G261100.1	TraesCS7D02G355900.1
OG0021097	TraesCS7A02G367700.1	TraesCS7B02G260800.1	TraesCS7D02G355100.1
OG0021098	TraesCS7A02G367900.1	TraesCS7B02G260700.1	TraesCS7D02G355000.1
OG0021099	TraesCS7A02G368000.1	TraesCS7B02G260600.1	TraesCS7D02G354900.1
OG0021100	TraesCS7A02G368100.1	TraesCS7B02G260500.2	TraesCS7D02G354800.1
OG0021101	TraesCS7A02G368200.1	TraesCS7B02G260400.1	TraesCS7D02G354700.1
OG0021102	TraesCS7A02G368300.1	TraesCS7B02G260200.1	TraesCS7D02G354600.1
OG0021103	TraesCS7A02G368400.1	TraesCS7B02G260100.1	TraesCS7D02G354500.1
OG0021104	TraesCS7A02G368600.2	TraesCS7B02G259800.2	TraesCS7D02G354300.2
OG0021105	TraesCS7A02G368800.1	TraesCS7B02G259700.1	TraesCS7D02G354200.1
OG0021106	TraesCS7A02G369100.1	TraesCS7B02G259300.1	TraesCS7D02G354100.1
OG0021107	TraesCS7A02G369500.1	TraesCS7B02G259000.1	TraesCS7D02G353800.1
OG0021108	TraesCS7A02G369800.1	TraesCS7B02G258700.1	TraesCS7D02G353500.1
OG0021109	TraesCS7A02G370000.1	TraesCS7B02G258500.1	TraesCS7D02G353100.1
OG0021110	TraesCS7A02G370100.1	TraesCS7B02G258400.1	TraesCS7D02G353000.1
OG0021111	TraesCS7A02G370200.1	TraesCS7B02G258300.1	TraesCS7D02G352900.1
OG0021112	TraesCS7A02G370400.1	TraesCS7B02G258000.1	TraesCS7D02G352700.1
OG0021113	TraesCS7A02G370500.3	TraesCS7B02G257500.1	TraesCS7D02G352500.3
OG0021114	TraesCS7A02G370600.1	TraesCS7B02G257300.1	TraesCS7D02G352300.1
OG0021115	TraesCS7A02G370700.1	TraesCS7B02G257000.1	TraesCS7D02G352200.1
OG0021116	TraesCS7A02G370900.1	TraesCS7B02G256900.1	TraesCS7D02G352000.1
OG0021117	TraesCS7A02G371100.1	TraesCS7B02G256300.1	TraesCS7D02G351600.1
OG0021118	TraesCS7A02G371300.1	TraesCS7B02G256600.1	TraesCS7D02G351800.1
OG0021119	TraesCS7A02G371400.1	TraesCS7B02G256700.1	TraesCS7D02G351900.1
OG0021120	TraesCS7A02G371500.1	TraesCS7B02G256100.1	TraesCS7D02G351400.1
OG0021121	TraesCS7A02G371700.1	TraesCS7B02G255900.2	TraesCS7D02G351200.1
OG0021122	TraesCS7A02G371900.1	TraesCS7B02G255800.2	TraesCS7D02G351000.1
OG0021123	TraesCS7A02G372000.1	TraesCS7B02G255700.1	TraesCS7D02G350900.1
OG0021124	TraesCS7A02G372100.1	TraesCS7B02G255600.1	TraesCS7D02G350800.1
OG0021125	TraesCS7A02G372200.1	TraesCS7B02G255000.1	TraesCS7D02G350700.1
OG0021126	TraesCS7A02G372500.2	TraesCS7B02G254800.1	TraesCS7D02G350400.1
OG0021127	TraesCS7A02G373000.1	TraesCS7B02G254200.1	TraesCS7D02G350100.1
OG0021128	TraesCS7A02G373500.1	TraesCS7B02G253500.1	TraesCS7D02G349600.1
OG0021129	TraesCS7A02G373600.1	TraesCS7B02G253400.1	TraesCS7D02G349500.1
OG0021130	TraesCS7A02G373700.1	TraesCS7B02G253300.1	TraesCS7D02G349400.1
OG0021131	TraesCS7A02G374300.1	TraesCS7B02G253100.1	TraesCS7D02G349000.1
OG0021132	TraesCS7A02G374400.1	TraesCS1B02G353600.1	TraesCS1D02G342900.1
OG0021133	TraesCS7A02G374500.1	TraesCS7B02G252900.1	TraesCS7D02G348900.1
OG0021134	TraesCS7A02G374700.1	TraesCS7B02G252700.1	TraesCS7D02G348700.1
OG0021135	TraesCS7A02G374800.1	TraesCS7B02G252600.1	TraesCS7D02G348600.1
OG0021136	TraesCS7A02G374900.1	TraesCS7B02G252500.1	TraesCS7D02G348500.1
OG0021137	TraesCS7A02G375000.1	TraesCS7B02G252400.1	TraesCS7D02G348400.1
OG0021138	TraesCS7A02G375100.1	TraesCS7B02G252300.1	TraesCS7D02G348300.1
OG0021139	TraesCS7A02G375200.1	TraesCS7B02G252200.1	TraesCS7D02G348200.1
OG0021140	TraesCS7A02G375400.1	TraesCS7B02G277000.2	TraesCS7D02G371900.1
OG0021141	TraesCS7A02G375500.1	TraesCS7B02G277100.1	TraesCS7D02G372000.1
OG0021142	TraesCS7A02G375600.1	TraesCS7B02G277200.1	TraesCS7D02G372100.1
OG0021143	TraesCS7A02G375700.1	TraesCS7B02G277300.1	TraesCS7D02G372200.1
OG0021144	TraesCS7A02G375900.1	TraesCS7B02G277500.1	TraesCS7D02G372400.1
OG0021145	TraesCS7A02G376000.1	TraesCS7B02G277600.1	TraesCS7D02G372500.1
OG0021146	TraesCS7A02G376200.1	TraesCS7B02G277700.1	TraesCS7D02G372600.1
OG0021147	TraesCS7A02G376300.1	TraesCS7B02G277800.1	TraesCS7D02G372700.1
OG0021148	TraesCS7A02G376600.1	TraesCS7B02G278000.1	TraesCS7D02G372900.1
OG0021149	TraesCS7A02G376700.1	TraesCS7B02G278100.1	TraesCS7D02G373000.1
OG0021150	TraesCS7A02G376800.1	TraesCS7B02G278200.1	TraesCS7D02G373100.2
OG0021151	TraesCS7A02G377000.1	TraesCS7B02G278300.1	TraesCS7D02G373300.1
OG0021152	TraesCS7A02G377100.1	TraesCS7B02G278400.1	TraesCS7D02G373400.1
OG0021153	TraesCS7A02G377200.2	TraesCS7B02G278500.1	TraesCS7D02G373500.2
OG0021154	TraesCS7A02G377300.1	TraesCS7B02G278600.1	TraesCS7D02G373600.1
OG0021155	TraesCS7A02G377500.1	TraesCS7B02G278800.1	TraesCS7D02G373800.1
OG0021156	TraesCS7A02G377700.1	TraesCS7B02G279400.1	TraesCS7D02G374500.1
OG0021157	TraesCS7A02G377800.1	TraesCS7B02G279500.1	TraesCS7D02G374600.1
OG0021158	TraesCS7A02G378000.2	TraesCS7B02G279800.1	TraesCS7D02G374800.2
OG0021159	TraesCS7A02G378100.1	TraesCS7B02G279900.1	TraesCS7D02G374900.1
OG0021160	TraesCS7A02G378200.1	TraesCS7B02G280000.1	TraesCS7D02G375000.2
OG0021161	TraesCS7A02G378300.1	TraesCS7B02G280100.1	TraesCS7D02G375100.1
OG0021162	TraesCS7A02G378500.2	TraesCS7B02G280300.2	TraesCS7D02G375300.1
OG0021163	TraesCS7A02G378700.1	TraesCS7B02G280500.1	TraesCS7D02G375600.1
OG0021164	TraesCS7A02G378800.1	TraesCS7B02G280700.1	TraesCS7D02G375700.1
OG0021165	TraesCS7A02G378900.1	TraesCS7B02G280800.1	TraesCS7D02G375800.1
OG0021166	TraesCS7A02G379000.1	TraesCS7B02G280900.1	TraesCS7D02G375900.1
OG0021167	TraesCS7A02G379100.1	TraesCS7B02G281000.1	TraesCS7D02G376000.1
OG0021168	TraesCS7A02G379300.1	TraesCS7B02G281200.1	TraesCS7D02G376200.1
OG0021169	TraesCS7A02G379800.1	TraesCS7B02G281700.1	TraesCS7D02G376300.1
OG0021170	TraesCS7A02G379900.1	TraesCS7B02G281800.1	TraesCS7D02G376400.1
OG0021171	TraesCS7A02G380000.2	TraesCS7B02G281900.1	TraesCS7D02G376500.1
OG0021172	TraesCS7A02G380200.3	TraesCS7B02G282200.3	TraesCS7D02G376700.1
OG0021173	TraesCS7A02G380300.1	TraesCS7B02G282300.1	TraesCS7D02G376800.1
OG0021174	TraesCS7A02G380500.1	TraesCS7B02G282400.1	TraesCS7D02G376900.1
OG0021175	TraesCS7A02G380600.1	TraesCS7B02G282500.1	TraesCS7D02G377000.1
OG0021176	TraesCS7A02G380900.1	TraesCS7B02G282800.1	TraesCS7D02G377200.1
OG0021177	TraesCS7A02G381100.2	TraesCS7B02G283000.1	TraesCS7D02G377400.1
OG0021178	TraesCS7A02G381400.1	TraesCS7B02G283300.1	TraesCS7D02G377700.1
OG0021179	TraesCS7A02G381500.1	TraesCS7B02G283400.1	TraesCS7D02G377800.1
OG0021180	TraesCS7A02G381900.1	TraesCS7B02G284400.1	TraesCS7D02G378400.1
OG0021181	TraesCS7A02G382000.1	TraesCS7B02G284500.1	TraesCS7D02G378500.1
OG0021182	TraesCS7A02G382200.2	TraesCS7B02G285000.3	TraesCS7D02G378700.1
OG0021183	TraesCS7A02G382300.1	TraesCS7B02G285100.1	TraesCS7D02G378800.1
OG0021184	TraesCS7A02G382600.1	TraesCS7B02G285300.1	TraesCS7D02G379000.1
OG0021185	TraesCS7A02G382700.1	TraesCS7B02G285400.1	TraesCS7D02G379100.1
OG0021186	TraesCS7A02G382800.1	TraesCS7B02G285500.1	TraesCS7D02G379200.1
OG0021187	TraesCS7A02G382900.1	TraesCS7B02G285600.1	TraesCS7D02G379300.1
OG0021188	TraesCS7A02G383300.2	TraesCS7B02G286200.1	TraesCS7D02G379800.1
OG0021189	TraesCS7A02G383400.3	TraesCS7B02G286300.1	TraesCS7D02G379900.1
OG0021190	TraesCS7A02G383600.1	TraesCS7B02G286400.1	TraesCS7D02G380000.1
OG0021191	TraesCS7A02G383700.2	TraesCS7B02G286500.1	TraesCS7D02G380100.1
OG0021192	TraesCS7A02G384100.1	TraesCS7B02G286800.1	TraesCS7D02G380600.1
OG0021193	TraesCS7A02G384200.1	TraesCS7B02G286900.2	TraesCS7D02G380700.2
OG0021194	TraesCS7A02G384400.1	TraesCS7B02G287000.1	TraesCS7D02G380800.1
OG0021195	TraesCS7A02G384500.1	TraesCS7B02G287100.1	TraesCS7D02G380900.1
OG0021196	TraesCS7A02G384600.1	TraesCS7B02G287200.1	TraesCS7D02G381000.1
OG0021197	TraesCS7A02G384700.1	TraesCS7B02G287500.1	TraesCS7D02G381200.1
OG0021198	TraesCS7A02G384800.1	TraesCS7B02G287700.1	TraesCS7D02G381300.1
OG0021199	TraesCS7A02G384900.1	TraesCS7B02G287800.1	TraesCS7D02G381400.1
OG0021200	TraesCS7A02G385000.1	TraesCS7B02G288000.1	TraesCS7D02G381600.1
OG0021201	TraesCS7A02G385100.1	TraesCS7B02G288100.2	TraesCS7D02G381700.1
OG0021202	TraesCS7A02G385200.1	TraesCS7B02G288200.1	TraesCS7D02G381800.1
OG0021203	TraesCS7A02G385300.2	TraesCS7B02G288300.1	TraesCS7D02G381900.2
OG0021204	TraesCS7A02G385500.1	TraesCS7B02G288400.1	TraesCS7D02G382100.1
OG0021205	TraesCS7A02G385600.1	TraesCS7B02G288500.1	TraesCS7D02G382200.4
OG0021206	TraesCS7A02G385700.1	TraesCS7B02G288600.1	TraesCS7D02G382300.1
OG0021207	TraesCS7A02G385800.1	TraesCS7B02G288700.1	TraesCS7D02G382400.1
OG0021208	TraesCS7A02G385900.2	TraesCS7B02G288800.1	TraesCS7D02G382500.1
OG0021209	TraesCS7A02G386100.1	TraesCS7B02G289000.2	TraesCS7D02G382700.1
OG0021210	TraesCS7A02G386300.1	TraesCS7B02G289200.1	TraesCS7D02G382900.1
OG0021211	TraesCS7A02G386500.1	TraesCS7B02G289300.1	TraesCS7D02G383000.1
OG0021212	TraesCS7A02G386700.1	TraesCS7B02G289500.1	TraesCS7D02G383200.1
OG0021213	TraesCS7A02G386900.1	TraesCS7B02G289700.3	TraesCS7D02G383400.1
OG0021214	TraesCS7A02G387200.1	TraesCS7B02G290000.1	TraesCS7D02G383700.1
OG0021215	TraesCS7A02G387400.1	TraesCS7B02G290100.1	TraesCS7D02G383900.1
OG0021216	TraesCS7A02G388000.1	TraesCS6B02G233100.1	TraesCS3D02G226600.1
OG0021217	TraesCS7A02G388100.1	TraesCS6B02G250900.1	TraesCS1D02G135600.1
OG0021218	TraesCS7A02G388500.1	TraesCS7B02G290400.1	TraesCS7D02G384400.1
OG0021219	TraesCS7A02G388600.1	TraesCS7B02G290500.1	TraesCS7D02G384500.1
OG0021220	TraesCS7A02G388700.1	TraesCS7B02G290600.1	TraesCS7D02G384600.1
OG0021221	TraesCS7A02G388800.1	TraesCS7B02G290700.1	TraesCS7D02G384700.1
OG0021222	TraesCS7A02G388900.1	TraesCS7B02G290800.1	TraesCS7D02G384800.1
OG0021223	TraesCS7A02G389000.1	TraesCS7B02G290900.1	TraesCS7D02G384900.1
OG0021224	TraesCS7A02G389100.1	TraesCS7B02G291000.1	TraesCS7D02G385100.2
OG0021225	TraesCS7A02G389300.1	TraesCS7B02G291100.2	TraesCS7D02G385300.1
OG0021226	TraesCS7A02G389400.1	TraesCS7B02G291200.1	TraesCS7D02G385400.1
OG0021227	TraesCS7A02G389500.2	TraesCS7B02G291300.1	TraesCS7D02G385500.1
OG0021228	TraesCS7A02G389600.1	TraesCS7B02G291400.2	TraesCS7D02G385700.1
OG0021229	TraesCS7A02G389900.1	TraesCS7B02G291600.1	TraesCS7D02G385800.1
OG0021230	TraesCS7A02G390200.1	TraesCS7B02G291800.1	TraesCS7D02G385900.1
OG0021231	TraesCS7A02G390300.1	TraesCS7B02G291900.2	TraesCS7D02G386000.1
OG0021232	TraesCS7A02G390400.1	TraesCS7B02G292100.2	TraesCS7D02G386100.1
OG0021233	TraesCS7A02G390500.1	TraesCS7B02G292200.1	TraesCS7D02G386200.1
OG0021234	TraesCS7A02G391200.1	TraesCS7B02G292900.1	TraesCS7D02G386700.1
OG0021235	TraesCS7A02G391300.1	TraesCS7B02G293000.1	TraesCS7D02G386800.1
OG0021236	TraesCS7A02G391400.1	TraesCS7B02G293100.2	TraesCS7D02G386900.1
OG0021237	TraesCS7A02G391500.1	TraesCS7B02G293400.1	TraesCS7D02G387100.1
OG0021238	TraesCS7A02G391700.1	TraesCS7B02G293600.1	TraesCS7D02G387300.1
OG0021240	TraesCS7A02G391900.1	TraesCS7B02G294000.1	TraesCS7D02G387500.1
OG0021241	TraesCS7A02G392000.1	TraesCS7B02G294200.1	TraesCS7D02G387600.1
OG0021242	TraesCS7A02G392300.1	TraesCS7B02G294400.1	TraesCS7D02G387800.1
OG0021243	TraesCS7A02G392500.1	TraesCS7B02G294500.1	TraesCS7D02G388100.1
OG0021244	TraesCS7A02G392800.1	TraesCS7B02G294800.1	TraesCS7D02G388400.3
OG0021245	TraesCS7A02G392900.1	TraesCS7B02G294900.1	TraesCS7D02G388500.1
OG0021246	TraesCS7A02G393600.1	TraesCS7B02G295600.2	TraesCS7D02G388900.2
OG0021247	TraesCS7A02G393700.1	TraesCS7B02G295700.1	TraesCS7D02G389000.1
OG0021248	TraesCS7A02G393900.1	TraesCS7B02G295900.1	TraesCS7D02G389300.1
OG0021249	TraesCS7A02G394200.1	TraesCS7B02G296200.1	TraesCS7D02G389600.1
OG0021250	TraesCS7A02G394300.1	TraesCS7B02G296300.1	TraesCS7D02G389700.1
OG0021251	TraesCS7A02G394400.2	TraesCS7B02G296400.2	TraesCS7D02G389800.2
OG0021252	TraesCS7A02G394500.2	TraesCS7B02G296500.4	TraesCS7D02G389900.2
OG0021253	TraesCS7A02G394800.1	TraesCS7B02G296800.1	TraesCS7D02G390300.1
OG0021254	TraesCS7A02G394900.1	TraesCS7B02G296900.1	TraesCS7D02G390400.1
OG0021255	TraesCS7A02G395000.1	TraesCS7B02G297000.2	TraesCS7D02G390600.1
OG0021256	TraesCS7A02G395200.1	TraesCS7B02G297100.1	TraesCS7D02G390800.1
OG0021257	TraesCS7A02G395300.1	TraesCS7B02G297200.2	TraesCS7D02G390900.1
OG0021258	TraesCS7A02G395600.1	TraesCS7B02G297500.1	TraesCS7D02G391100.1
OG0021259	TraesCS7A02G395700.1	TraesCS7B02G297700.1	TraesCS7D02G391400.1
OG0021260	TraesCS7A02G395900.2	TraesCS7B02G297900.1	TraesCS7D02G391600.2
OG0021262	TraesCS7A02G398000.1	TraesCS7B02G298900.1	TraesCS7D02G392400.1
OG0021263	TraesCS7A02G398200.1	TraesCS7B02G299000.1	TraesCS7D02G392500.1
OG0021264	TraesCS7A02G398400.1	TraesCS7B02G299200.1	TraesCS7D02G392800.1
OG0021265	TraesCS7A02G398800.1	TraesCS7B02G299400.1	TraesCS7D02G393000.1
OG0021266	TraesCS7A02G399000.1	TraesCS7B02G299600.1	TraesCS7D02G393200.1
OG0021267	TraesCS7A02G399100.1	TraesCS7B02G299700.1	TraesCS7D02G393300.1
OG0021269	TraesCS7A02G399800.1	TraesCS7B02G299900.1	TraesCS7D02G393600.1
OG0021270	TraesCS7A02G399900.1	TraesCS7B02G300000.1	TraesCS7D02G393700.1
OG0021271	TraesCS7A02G400100.1	TraesCS7B02G300200.1	TraesCS7D02G393900.1
OG0021272	TraesCS7A02G400200.1	TraesCS7B02G300300.1	TraesCS7D02G394000.1
OG0021273	TraesCS7A02G400700.1	TraesCS7B02G300800.1	TraesCS7D02G394500.1
OG0021274	TraesCS7A02G401100.1	TraesCS7B02G301300.1	TraesCS7D02G395000.1
OG0021275	TraesCS7A02G401200.1	TraesCS7B02G301400.1	TraesCS7D02G395100.1
OG0021277	TraesCS7A02G402000.1	TraesCS7B02G302100.3	TraesCS7D02G395800.4
OG0021278	TraesCS7A02G402100.1	TraesCS7B02G302200.1	TraesCS7D02G395900.1
OG0021279	TraesCS7A02G402200.1	TraesCS7B02G302300.1	TraesCS7D02G396000.1
OG0021280	TraesCS7A02G402300.1	TraesCS7B02G302400.1	TraesCS7D02G396100.2
OG0021281	TraesCS7A02G402400.1	TraesCS7B02G302500.1	TraesCS7D02G396200.1
OG0021282	TraesCS7A02G402500.1	TraesCS7B02G302600.1	TraesCS7D02G396300.1
OG0021283	TraesCS7A02G403300.1	TraesCS7B02G302800.2	TraesCS7D02G396800.1
OG0021284	TraesCS7A02G403500.1	TraesCS7B02G302900.1	TraesCS7D02G396900.1
OG0021285	TraesCS7A02G403900.1	TraesCS7B02G303300.1	TraesCS7D02G397300.1
OG0021286	TraesCS7A02G404000.1	TraesCS7B02G303600.1	TraesCS7D02G397400.1
OG0021287	TraesCS7A02G404100.1	TraesCS7B02G303700.1	TraesCS7D02G397500.1
OG0021288	TraesCS7A02G404200.1	TraesCS7B02G303800.1	TraesCS7D02G397600.1
OG0021289	TraesCS7A02G404300.1	TraesCS7B02G303900.1	TraesCS7D02G397700.1
OG0021290	TraesCS7A02G404400.1	TraesCS7B02G304000.1	TraesCS7D02G397800.1
OG0021291	TraesCS7A02G404800.1	TraesCS7B02G304200.1	TraesCS7D02G398100.1
OG0021292	TraesCS7A02G405200.1	TraesCS7B02G304600.1	TraesCS7D02G399100.2
OG0021293	TraesCS7A02G405300.1	TraesCS7B02G304700.1	TraesCS7D02G399200.2
OG0021294	TraesCS7A02G405400.1	TraesCS7B02G304800.2	TraesCS7D02G399300.2
OG0021295	TraesCS7A02G405500.1	TraesCS7B02G304900.2	TraesCS7D02G399400.1
OG0021296	TraesCS7A02G405600.1	TraesCS7B02G305000.1	TraesCS7D02G399500.1
OG0021297	TraesCS7A02G405700.1	TraesCS7B02G305200.1	TraesCS7D02G399600.1
OG0021298	TraesCS7A02G405800.1	TraesCS7B02G305700.1	TraesCS7D02G399700.1
OG0021299	TraesCS7A02G406000.1	TraesCS7B02G305900.1	TraesCS7D02G399800.1
OG0021300	TraesCS7A02G406300.1	TraesCS7B02G306300.1	TraesCS7D02G400000.1
OG0021301	TraesCS7A02G406500.1	TraesCS7B02G306500.1	TraesCS7D02G400200.1
OG0021302	TraesCS7A02G406700.1	TraesCS7B02G306700.1	TraesCS7D02G400300.1
OG0021303	TraesCS7A02G406900.1	TraesCS7B02G306900.1	TraesCS7D02G400500.1
OG0021304	TraesCS7A02G407000.1	TraesCS7B02G307000.1	TraesCS7D02G400600.1
OG0021305	TraesCS7A02G407200.1	TraesCS7B02G307200.1	TraesCS7D02G400700.1
OG0021306	TraesCS7A02G407300.1	TraesCS7B02G307300.2	TraesCS7D02G400800.1
OG0021307	TraesCS7A02G407400.1	TraesCS7B02G307500.2	TraesCS7D02G400900.2
OG0021308	TraesCS7A02G407700.1	TraesCS7B02G307900.1	TraesCS7D02G401400.1
OG0021309	TraesCS7A02G407800.1	TraesCS7B02G308000.1	TraesCS7D02G401500.1
OG0021310	TraesCS7A02G407900.1	TraesCS7B02G308100.1	TraesCS7D02G401600.1
OG0021311	TraesCS7A02G408500.3	TraesCS7B02G308200.1	TraesCS7D02G401800.2
OG0021312	TraesCS7A02G408600.1	TraesCS7B02G308300.4	TraesCS7D02G401900.4
OG0021313	TraesCS7A02G408900.1	TraesCS7B02G308700.1	TraesCS7D02G402200.1
OG0021314	TraesCS7A02G408800.1	TraesCS7B02G308600.1	TraesCS7D02G402100.1
OG0021315	TraesCS7A02G409100.1	TraesCS7B02G308800.1	TraesCS7D02G402300.1
OG0021316	TraesCS7A02G409200.2	TraesCS7B02G309100.1	TraesCS7D02G402500.1
OG0021317	TraesCS7A02G409900.1	TraesCS7B02G309300.1	TraesCS7D02G403100.2
OG0021318	TraesCS7A02G410000.1	TraesCS7B02G309400.1	TraesCS7D02G403200.1
OG0021319	TraesCS7A02G410100.2	TraesCS7B02G309500.2	TraesCS7D02G403300.2
OG0021320	TraesCS7A02G410200.2	TraesCS7B02G309600.1	TraesCS7D02G403400.1
OG0021321	TraesCS7A02G410300.1	TraesCS7B02G309700.1	TraesCS7D02G403500.1
OG0021322	TraesCS7A02G410700.2	TraesCS7B02G309900.1	TraesCS7D02G403700.1
OG0021323	TraesCS7A02G411200.1	TraesCS7B02G310500.1	TraesCS7D02G404200.1
OG0021324	TraesCS7A02G411400.1	TraesCS7B02G310700.1	TraesCS7D02G404500.1
OG0021325	TraesCS7A02G411800.1	TraesCS7B02G311000.1	TraesCS7D02G405000.1
OG0021326	TraesCS7A02G411900.1	TraesCS7B02G311100.1	TraesCS7D02G405100.1
OG0021327	TraesCS7A02G412000.1	TraesCS7B02G311200.1	TraesCS7D02G405200.1
OG0021328	TraesCS7A02G412300.1	TraesCS7B02G311500.1	TraesCS7D02G405400.1
